District_Name,UnitName,FIRNo,RI,Year,Month,Offence_From_Date,Offence_To_Date,FIR_Reg_DateTime,FIR_Date,FIR Type,FIR_Stage,Complaint_Mode,CrimeGroup_Name,CrimeHead_Name,Latitude,Longitude,ActSection,IOName,KGID,IOAssigned_Date,Internal_IO,Place of Offence,Distance from PS,Beat_Name,Village_Area_Name,Male,Female,Boy,Girl,Age 0,VICTIM COUNT,Accused Count,Arrested Male,Arrested Female,Arrested Count No.,Accused_ChargeSheeted Count,Conviction Count,FIR_ID,Unit_ID,Crime_No,Report_Date,Final_Report_Date,Report_Type,FR_ID
Yadgir,Narayanapura PS,0026/2016,1,2016,5,2016-05-17 13:00:00.000,2016-05-17 13:01:00.000,2016-05-18 15:00:00.000,18/05/2016,Non Heinous,Dis/Acq,Oral,MOLESTATION,Other Places,0.0,0.0,"IPC 1860 U/s: 323,324,354,448,504,506,34 ",SHRISHAIL   (ASI),1221764,,158900192,"IN COMPLAINANT HOUSE BELLADAGIDA TANDA, IN COMPLAINANT HOUSE BELLADAGIDA TANDA",10 KM TOWARDS NORTH FROM PS,BEAT1,BASARIGIDAD TANDA,0,1,0,0,0,0,3,3,0,3,3,0,2016000028,1601,10978160120160026,2016-09-25 00:00:00.000,,,2016000055.0
Yadgir,Narayanapura PS,0027/2016,1,2016,5,2016-05-17 16:00:00.000,2016-05-17 16:01:00.000,2016-05-19 08:30:00.000,19/05/2016,Non Heinous,Pending Trial,Oral,MOTOR VEHICLE ACCIDENTS NON-FATAL,Other Roads,0.0,0.0,"IPC 1860 U/s: 279,337,338 ",TIPPANNA   (PSI),1782401,,117300027,"IN BETWEEN NARAYANPUR CHEAK POST-IB TANDA MAINROAD, IN BETWEEN NARAYANPUR CHEAK POST-IB TANDA MAINROAD",2 KMS TOWARDS WEST FROM PS,ARIA,NARAYANAPUR,4,0,0,0,0,0,2,2,0,2,2,0,2016000029,1601,10978160120160027,2016-12-12 00:00:00.000,,,2017000001.0
Yadgir,Narayanapura PS,0028/2016,1,2016,5,2016-05-19 13:00:00.000,2016-05-19 13:01:00.000,2016-05-19 15:00:00.000,19/05/2016,Non Heinous,Dis/Acq,Oral,MOLESTATION,Other Places,0.0,0.0,"IPC 1860 U/s: 323,324,354,448,504,506,34 ",TIPPANNA   (PSI),1782401,,117300027,"COMPLAINANT HOUSE IN BELLADAGIDA TANDA, COMPLAINANT HOUSE IN BELLADAGIDA TANDA",10 KM TOWARDS NORTH FROM PS,BEAT1,BASARIGIDAD TANDA,0,1,0,0,0,0,3,2,0,2,2,0,2016000030,1601,10978160120160028,2016-09-25 00:00:00.000,,,2016000058.0
Yadgir,Narayanapura PS,0029/2016,1,2016,5,2016-05-25 19:30:00.000,2016-05-25 19:31:00.000,2016-05-26 15:00:00.000,26/05/2016,Non Heinous,Convicted,Oral,MOTOR VEHICLE ACCIDENTS NON-FATAL,Other Roads,0.0,0.0,"IPC 1860 U/s: 279,338 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,181,180 ",TIPPANNA   (PSI),1782401,,117300027,"NARAYANPUR-LINGSUGUR ROAD NEAR UKPQUARTERS ROAD, NARAYANPUR-LINGSUGUR ROAD NEAR UKPQUARTERS ROAD",1 KM TOWARDS WEST FROM PS,ARIA,NARAYANAPUR,2,0,0,0,0,0,2,0,0,0,2,1,2016000031,1601,10978160120160029,2017-01-04 00:00:00.000,,,2017000003.0
Yadgir,Narayanapura PS,0030/2016,1,2016,6,2013-06-01 00:00:00.000,2016-06-19 16:00:00.000,2016-06-19 17:00:00.000,19/06/2016,Non Heinous,Pending Trial,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),0.0,0.0,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",TIPPANNA   (PSI),1782401,,117300027,"HAGARATAGI VILLAGE, HAGARATAGI VILLAGE",25 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,0,0,0,0,0,0,2,0,0,0,2,0,2016000032,1601,10978160120160030,2016-06-19 00:00:00.000,,,2016000042.0
Yadgir,Narayanapura PS,0031/2016,1,2016,6,2013-06-01 00:00:00.000,2016-06-19 16:00:00.000,2016-06-19 17:15:00.000,19/06/2016,Non Heinous,Pending Trial,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),0.0,0.0,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",TIPPANNA   (PSI),1782401,,117300027,"HAGARATAGI VILLAGE, HAGARATAGI VILLAGE",25 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,0,0,0,0,0,0,2,0,0,0,2,0,2016000033,1601,10978160120160031,2016-06-19 00:00:00.000,,,2016000043.0
Yadgir,Narayanapura PS,0032/2016,1,2016,7,2016-05-09 10:00:00.000,2016-05-09 10:01:00.000,2016-07-01 21:15:00.000,01/07/2016,Heinous,Dis/Acq,Written,POCSO,Rape,0.0,0.0,"SC AND THE ST  (PREVENTION OF ATTROCITIES) ACT, 1989 U/s: 3(1)(10)(11) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012 U/s: 8 IPC 1860 U/s: 506,504,143,147,149,366,323,376 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012 U/s: 6,17 IPC 1860 U/s: 109 SC AND THE ST  (PREVENTION OF ATTROCITIES) ACT, 1989 U/s: 3(1)(w),3(1)(s),3(1)(r) IPC 1860 U/s: 417,114 SC AND THE ST  (PREVENTION OF ATTROCITIES) ACT, 1989 U/s: 2(v) ",SHIVAPRAKASH DEVARAJU  (SP),911106778,,72200184,"DEVARAGADDI VILLAGE NEAR VALAMIKI CIRCLE, DEVARAGADDI VILLAGE NEAR VALAMIKI CIRCLE",AT 16KM SOUTH FROM PS,BEAT1,BASARIGIDAD TANDA,1,1,0,1,0,0,7,3,0,3,7,0,2016000034,1601,10978160120160032,2017-05-18 00:00:00.000,,,2017000031.0
Yadgir,Narayanapura PS,0033/2016,1,2016,7,2016-05-17 00:00:00.000,2016-07-06 15:00:00.000,2016-07-06 17:00:00.000,06/07/2016,Non Heinous,Pending Trial,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),0.0,0.0,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",SHRISHAIL   (ASI),1221764,,158900192,"BELLAFAGIDAD TAND, BELLAFAGIDAD TAND",AT 10KM NORTH FROM PS,BEAT1,BASARIGIDAD TANDA,0,0,0,0,0,0,3,0,0,0,3,0,2016000035,1601,10978160120160033,2016-07-06 00:00:00.000,,,2016000047.0
Yadgir,Narayanapura PS,0034/2016,1,2016,7,2016-05-17 00:00:00.000,2016-07-06 15:00:00.000,2016-07-06 17:15:00.000,06/07/2016,Non Heinous,Pending Trial,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),0.0,0.0,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",SHRISHAIL   (ASI),1221764,,158900192,"BELLADAGIDADA TANDA, BELLADAGIDADA TANDA",AT 10KM NORTH FROM PS,BEAT1,BASARIGIDAD TANDA,0,0,0,0,0,0,3,0,0,0,3,0,2016000036,1601,10978160120160034,2016-07-06 00:00:00.000,,,2016000048.0
Yadgir,Narayanapura PS,0035/2016,1,2016,7,2016-03-01 12:30:00.000,2016-03-01 12:31:00.000,2016-07-22 19:30:00.000,22/07/2016,Non Heinous,False Case,Judicial/Magistrate reference,CRUELTY BY HUSBAND,Husband And Relative(S) In Law ,0.0,0.0,"IPC 1860 U/s: 494,498A,109 ",TIPPANNA   (PSI),1782401,,117300027,"HAGARATAGI VILLAGE IN SHRI DHARMARAJ TEMPLE, HAGARATAGI VILLAGE IN SHRI DHARMARAJ TEMPLE",25 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,0,0,0,0,0,0,11,0,0,0,0,0,2016000038,1601,10978160120160035,,2016-10-01 00:00:00.000,B Report,
Yadgir,Narayanapura PS,0036/2016,1,2016,7,2016-07-22 11:00:00.000,2016-07-22 11:01:00.000,2016-07-24 19:15:00.000,24/07/2016,Non Heinous,Pending Trial,Written,MOLESTATION,Attempt To Commit,0.0,0.0,IPC 1860 U/s: 354A(1) ,SHRISHAIL   (ASI),1221764,,158900192,"IN COMPLAINANT FIELD JOGUNDABHAVI VILLAGE AREA, IN COMPLAINANT FIELD JOGUNDABHAVI VILLAGE AREA",08 KMS TOWARDS WEST FROM PS,BEAT1,BASARIGIDAD TANDA,0,1,0,1,0,0,1,1,0,1,1,0,2016000039,1601,10978160120160036,2016-08-18 00:00:00.000,,,2016000052.0
Yadgir,Narayanapura PS,0037/2016,1,2016,7,2016-07-24 11:00:00.000,2016-07-24 11:01:00.000,2016-07-25 17:30:00.000,25/07/2016,Non Heinous,Dis/Acq,Oral,RIOTS,Others,0.0,0.0,"IPC 1860 U/s: 143,147,323,325,504,149,324,34 ",TIPPANNA   (PSI),1782401,,117300027,"INFRONT OF COMPLAINANT HOUSE IN DODDA CHAPI TANDA, INFRONT OF COMPLAINANT HOUSE IN DODDA CHAPI TANDA",08 KMS TOWARDS WEST FROM PS,BEAT3,YARAKIHAL,1,1,0,0,0,0,14,0,0,0,4,0,2016000040,1601,10978160120160037,2016-10-24 00:00:00.000,,,2017000007.0
Yadgir,Narayanapura PS,0038/2016,1,2016,8,2016-08-06 11:00:00.000,2016-08-06 22:00:00.000,2016-08-07 02:00:00.000,07/08/2016,Heinous,Undetected,Written,MURDER,Due To Sexual Jealousy,0.0,0.0,"IPC 1860 U/s: 201,376,302 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012 U/s: 4 ",SH Sheelavanth   (Dy.SP),1637975,,42800001,"RAYANAGOLA VILLAGE AREA  NEAR BASAPPAGURIKAR LAND, RAYANAGOLA VILLAGE AREA  NEAR BASAPPAGURIKAR LAND",12 KM TOWARDS EAST FROM PS,BEAT1,BASARIGIDAD TANDA,0,0,0,1,0,0,0,0,0,0,0,0,2016000041,1601,10978160120160038,,2018-09-16 00:00:00.000,C Report,
Yadgir,Narayanapura PS,0039/2016,1,2016,8,2016-08-05 08:00:00.000,2016-08-05 08:01:00.000,2016-08-08 16:30:00.000,08/08/2016,Non Heinous,Pending Trial,Written,CASES OF HURT,Simple Hurt ,0.0,0.0,"IPC 1860 U/s: 324,504,506,34 ",TIPPANNA   (PSI),1782401,,117300027,"INFRONT OF COMPLAINANT HOUSE IN BAPPARAGI VILLAGE, INFRONT OF COMPLAINANT HOUSE IN BAPPARAGI VILLAGE",23 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,1,0,0,0,0,0,2,1,0,1,2,0,2016000042,1601,10978160120160039,2016-11-18 00:00:00.000,,,2017000008.0
